,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene_name
ENSG00000137133,0.398141937,1.757606849,1.318264023,0.189849566,0.354962328,-5.449303214,HINT2
ENSG00000173846,0.166202888,4.9162925,1.318251655,0.189853693,0.354962328,-6.040145154,PLK3
ENSG00000229453,-0.646567572,0.501813151,-1.318244309,0.189856144,0.354962328,-5.257681077,SPINK8
ENSG00000179938,-0.275379226,1.743323155,-1.318097674,0.189905075,0.355011158,-5.419159713,GOLGA8J
ENSG00000253626,-0.192902844,2.079647794,-1.318013573,0.189929279,0.355013754,-5.48786961,EIF5AL1
ENSG00000117114,-0.347953188,2.309414127,-1.317815295,0.18999933,0.355102039,-5.529275543,ADGRL2
ENSG00000156170,-0.125794366,5.082204283,-1.317584338,0.190075753,0.355160408,-6.055264324,NDUFAF6
ENSG00000227268,-0.143703889,1.779704316,-1.317573481,0.190076208,0.355160408,-5.407915975,KLLN
ENSG00000196935,-0.206962425,1.658401509,-1.317146211,0.190218939,0.355384428,-5.401933592,SRGAP1
ENSG00000136546,-0.242794234,2.032926919,-1.316757469,0.190352652,0.355591551,-5.455162566,SCN7A
ENSG00000168118,0.151713054,4.120388337,1.316507078,0.190435893,0.35570435,-5.884086421,RAB4A
ENSG00000157212,-0.107514595,3.773857775,-1.315636702,0.190723832,0.356199418,-5.819422657,PAXIP1
ENSG00000072133,-0.187321863,0.750459404,-1.315315356,0.190831443,0.356236663,-5.274256504,RPS6KA6
ENSG00000165675,0.232081362,2.259987861,1.315293086,0.190842764,0.356236663,-5.512549325,ENOX2
ENSG00000101115,0.327812978,0.253099708,1.315260979,0.190853508,0.356236663,-5.194938756,SALL4
ENSG00000165923,0.263035148,3.575721771,1.315181244,0.190880228,0.356236663,-5.778715164,AGBL2
ENSG00000105141,-0.271531938,1.133871193,-1.315176549,0.1908806,0.356236663,-5.321559485,CASP14
ENSG00000154380,-0.208909232,0.775348864,-1.315167022,0.190881132,0.356236663,-5.285658146,ENAH
ENSG00000006459,-0.125119638,6.613524004,-1.315083256,0.190913057,0.356253517,-6.142911213,KDM7A
ENSG00000138722,0.327031486,3.436642233,1.3149984,0.190941489,0.356263851,-5.779421267,MMRN1
ENSG00000139194,0.205013429,4.126332544,1.314310508,0.191172094,0.356651356,-5.891480634,RBP5
ENSG00000139531,0.169906337,3.978819931,1.313614697,0.191405565,0.357044114,-5.833845565,SUOX
ENSG00000139131,0.216685395,3.163462489,1.313310784,0.191507606,0.357191641,-5.697666677,YARS2
ENSG00000105617,-0.271407374,2.215666273,-1.313134442,0.191566833,0.357259286,-5.522166209,LENG1
ENSG00000167645,0.205890849,4.162672983,1.312412424,0.191809473,0.357634332,-5.90619919,YIF1B
ENSG00000164074,0.115309221,4.755445649,1.312387782,0.191813902,0.357634332,-6.017716512,ABHD18
ENSG00000163904,0.095515109,5.976260863,1.312183467,0.191882608,0.357689536,-6.135692909,SENP2
ENSG00000172890,-0.082521611,6.709351751,-1.312163027,0.191889483,0.357689536,-6.146270224,NADSYN1
ENSG00000106266,0.370515583,2.691917164,1.311999889,0.191948212,0.357756154,-5.583762272,SNX8
ENSG00000140548,-0.19038283,5.320754067,-1.311673973,0.192057873,0.357917672,-6.071760029,ZNF710
ENSG00000128656,-0.212118502,3.23479391,-1.311523791,0.192108421,0.357959707,-5.720347464,CHN1
ENSG00000169359,0.123963573,4.244118031,1.311458821,0.192126436,0.357959707,-5.920931594,SLC33A1
ENSG00000106780,-0.176088443,7.807421835,-1.311258108,0.192197867,0.358049923,-6.113172958,MEGF9
ENSG00000243749,0.338370631,3.46551696,1.310877769,0.192325968,0.358245678,-5.758738793,TMEM35B
ENSG00000131652,0.316626539,2.221767012,1.310518011,0.192447196,0.358428583,-5.514362228,THOC6
ENSG00000119820,-0.124944827,6.126005045,-1.310337187,0.192508149,0.358477809,-6.146751946,YIPF4
ENSG00000096717,-0.102093071,4.684242183,-1.310291498,0.1925197,0.358477809,-6.018997559,SIRT1
ENSG00000150510,-0.231882887,0.094866932,-1.310088675,0.192588091,0.35856225,-5.165196211,FAM124A
ENSG00000164347,0.130561966,5.017739363,1.309982612,0.192627714,0.358570265,-6.056255145,GFM2
ENSG00000123240,-0.204626199,6.357037996,-1.309950689,0.192638482,0.358570265,-6.149285124,OPTN
ENSG00000124615,0.427318187,0.45357385,1.309651395,0.192739453,0.3587153,-5.292652088,MOCS1
ENSG00000168306,0.510132285,0.637605801,1.309468572,0.19280115,0.358787215,-5.262928036,ACOX2
ENSG00000171634,-0.063967586,7.156956786,-1.309364626,0.192832384,0.358802431,-6.139922934,BPTF
ENSG00000196363,-0.168948083,2.491439349,-1.309198741,0.192888385,0.358863721,-5.578618304,WDR5
ENSG00000244694,-0.233092085,1.15414658,-1.30809622,0.193260897,0.359513787,-5.338857064,PTCHD4
ENSG00000148688,0.209079745,3.830238935,1.308011758,0.193293306,0.359531094,-5.841791875,RPP30
ENSG00000285000,0.530812752,1.069411088,1.307867326,0.19334215,0.359578965,-5.337993831,AC008581.2
ENSG00000143147,0.317085956,0.265215085,1.307736737,0.19338573,0.359617034,-5.209111491,GPR161
ENSG00000114867,0.118355879,5.294647375,1.307421304,0.193491347,0.359770444,-6.08324288,EIF4G1
ENSG00000130300,-0.46600764,0.820335867,-1.306616974,0.193765381,0.360236928,-5.322356937,PLVAP
ENSG00000149260,-0.271011684,1.70532397,-1.306516641,0.193799372,0.360249283,-5.424642911,CAPN5
ENSG00000186314,0.300840778,2.43064553,1.306442877,0.193824365,0.360249283,-5.566453549,PRELID2
ENSG00000185670,0.200019467,3.003846993,1.306392373,0.193841479,0.360249283,-5.656963643,ZBTB3
ENSG00000162739,-0.225091198,4.115464045,-1.306301431,0.193872297,0.360263532,-5.910381347,SLAMF6
ENSG00000108256,-0.085033921,6.2996956,-1.306154385,0.19391829,0.360305972,-6.153943454,NUFIP2
ENSG00000176182,-0.214541995,2.049655051,-1.306015589,0.193966744,0.360352973,-5.491180576,MYPOP
ENSG00000244509,-0.146825368,4.74281942,-1.3058364,0.194029945,0.360427358,-6.012810386,APOBEC3C
ENSG00000153827,0.079933896,8.341998276,1.305747164,0.194056362,0.360433403,-6.094753827,TRIP12
ENSG00000264187,-0.508633041,-1.481754644,-1.305299938,0.194211927,0.360679293,-4.969679841,AC055811.2
ENSG00000144659,-0.175795875,4.98222311,-1.30520087,0.194245547,0.360698683,-6.059991729,SLC25A38
ENSG00000162618,0.395603125,2.552260936,1.304799618,0.194381763,0.360874388,-5.599860891,ADGRL4
ENSG00000065000,-0.110737288,4.912483818,-1.304774198,0.194386551,0.360874388,-6.039564431,AP3D1
ENSG00000103326,-0.184819439,5.203151665,-1.304534877,0.194471675,0.360989352,-6.073783173,CAPN15
ENSG00000198610,-0.502641854,-0.108660817,-1.30427934,0.194558491,0.361107428,-5.136709829,AKR1C4
ENSG00000087253,0.186497187,8.073973394,1.304117089,0.194613628,0.361166687,-6.113012439,LPCAT2
ENSG00000128016,-0.152462461,8.966797583,-1.30361773,0.194783398,0.361438642,-6.070961079,ZFP36
ENSG00000150867,-0.163011129,8.50993374,-1.30353768,0.194810623,0.36144606,-6.092698163,PIP4K2A
ENSG00000157224,-0.258181066,4.034482354,-1.303068814,0.194970143,0.361698902,-5.913308939,CLDN12
ENSG00000183185,-0.213644736,0.464063158,-1.302764829,0.195069777,0.361820041,-5.245688259,GABRR3
ENSG00000284931,-0.749469024,-1.880420787,-1.302679613,0.195102632,0.361820041,-4.957113045,AC104389.6
ENSG00000181541,-0.395359034,0.252152377,-1.302672081,0.195105197,0.361820041,-5.220572358,MAB21L2
ENSG00000099256,-0.472982255,-0.01179214,-1.302547495,0.195147622,0.361832977,-5.147478254,PRTFDC1
ENSG00000197008,-0.241136864,2.646122349,-1.302446833,0.195181905,0.361832977,-5.631299253,ZNF138
ENSG00000171953,0.232961268,4.305334999,1.302446762,0.19518193,0.361832977,-5.945618047,ATPAF2
ENSG00000250366,0.2997048,-0.205865243,1.301950289,0.195347244,0.362082262,-5.132751899,TUNAR
ENSG00000167552,0.186931166,7.835116838,1.301915509,0.195362938,0.362082262,-6.128861247,TUBA1A
ENSG00000285953,0.705516574,-2.004556984,1.301826726,0.1953932,0.362095222,-4.936059155,AC000120.4
ENSG00000147481,-0.235588619,2.374811941,-1.301415598,0.19553338,0.362269957,-5.513970443,SNTG1
ENSG00000164265,-0.194474836,4.650442399,-1.301409129,0.195535587,0.362269957,-6.016035653,SCGB3A2
ENSG00000125498,0.504280045,-1.657180999,1.301320801,0.195565713,0.362269957,-4.952172848,KIR2DL1
ENSG00000181754,-0.323216975,0.806258219,-1.301225298,0.195598292,0.362269957,-5.277609484,AMIGO1
ENSG00000055332,-0.248348931,6.401193037,-1.301208878,0.195603893,0.362269957,-6.160912645,EIF2AK2
ENSG00000113966,0.420021778,1.547246055,1.301079642,0.195647985,0.362308497,-5.395947857,ARL6
ENSG00000095585,-0.408160829,3.495669045,-1.30068761,0.195781783,0.362513127,-5.776373611,BLNK
ENSG00000166529,0.322193968,1.676957039,1.300076236,0.195990575,0.362856554,-5.432225896,ZSCAN21
ENSG00000276045,0.164936695,4.750162833,1.300006083,0.196014544,0.362857758,-6.031764751,ORAI1
ENSG00000164934,0.156717706,3.97455652,1.299894235,0.196052763,0.362885338,-5.895146319,DCAF13
ENSG00000087263,0.151902041,4.198793779,1.299750009,0.196101918,0.362933152,-5.904281537,OGFOD1
ENSG00000225526,-0.452844893,1.408150332,-1.299560967,0.196166674,0.36299671,-5.384819491,MKRN2OS
ENSG00000163611,-0.203090905,2.855326113,-1.299452644,0.19620371,0.36299671,-5.668597769,SPICE1
ENSG00000135723,-0.122570857,4.594318732,-1.299333783,0.196241426,0.36299671,-6.00899752,FHOD1
ENSG00000064607,0.091147145,4.466734457,1.299309774,0.19624873,0.36299671,-5.97435679,SUGP2
ENSG00000114115,-0.453834875,-0.41752185,-1.299308805,0.196252896,0.36299671,-5.116082515,RBP1
ENSG00000171049,0.199824915,8.264139155,1.299233193,0.196278756,0.363001393,-6.111096468,FPR2
ENSG00000125772,0.133833658,8.341456949,1.299037554,0.196345677,0.363082006,-6.104446831,GPCPD1
ENSG00000182208,-0.111081028,4.836572765,-1.298732617,0.196446185,0.363224701,-6.041030332,MOB2
ENSG00000172531,0.108908227,6.404558957,1.298189389,0.196634119,0.363481647,-6.163763653,PPP1CA
ENSG00000205758,0.088802128,5.589468483,1.298180285,0.196635284,0.363481647,-6.131922214,CRYZL1
ENSG00000179862,-0.352282858,1.333678873,-1.298133249,0.196655227,0.363481647,-5.410737806,CITED4
ENSG00000169714,0.087070072,7.593114293,1.297913494,0.196726673,0.363555944,-6.13994795,CNBP
ENSG00000165501,0.253974106,3.148282406,1.297821072,0.196762171,0.363555944,-5.715572959,LRR1
ENSG00000234127,-0.129424214,3.952641288,-1.297800134,0.196765514,0.363555944,-5.878322557,TRIM26
ENSG00000283486,-0.422171736,0.02860348,-1.297614791,0.196832862,0.363637203,-5.220139344,FAM95C
ENSG00000132801,0.218581578,1.506178658,1.297497468,0.196869244,0.363661243,-5.415258188,ZSWIM3
ENSG00000186998,-0.421144237,1.478517518,-1.296995221,0.197045296,0.363943247,-5.387526613,EMID1
ENSG00000152256,-0.125695377,5.726335272,-1.296865115,0.197089927,0.363982478,-6.145062925,PDK1
ENSG00000074276,0.278960148,3.062856713,1.296682501,0.197152584,0.364029676,-5.736678189,CDHR2
ENSG00000120647,0.114425923,5.174919121,1.296646175,0.197162272,0.364029676,-6.082711487,CCDC77
ENSG00000015676,-0.140029329,4.854538587,-1.296494554,0.197217085,0.364087681,-6.041983088,NUDCD3
ENSG00000161551,0.188376642,3.452496504,1.296375146,0.197258073,0.364120152,-5.79029081,ZNF577
ENSG00000163739,-0.304333257,4.071689207,-1.296080826,0.197359128,0.364263479,-5.919157127,CXCL1
ENSG00000163817,-0.394580132,0.638642541,-1.295543658,0.197543663,0.364560833,-5.256101026,SLC6A20
ENSG00000151338,0.112847939,3.621327565,1.295170227,0.197668197,0.364747399,-5.811972574,MIPOL1
ENSG00000068400,-0.139732829,5.6266047,-1.294887423,0.197769276,0.364878711,-6.142477075,GRIPAP1
ENSG00000116039,-0.504090406,-2.543472723,-1.294838055,0.197786256,0.364878711,-4.913049549,ATP6V1B1
ENSG00000253485,-0.274541522,-0.595599329,-1.293894617,0.198107138,0.365409516,-5.08620333,PCDHGA5
ENSG00000100836,-0.081761895,5.506925631,-1.293854514,0.198120949,0.365409516,-6.132995496,PABPN1
ENSG00000105767,-0.40312553,1.11551498,-1.29379626,0.198144838,0.365410266,-5.36182423,CADM4
ENSG00000119321,0.126750779,6.831272655,1.293470739,0.198256979,0.365573748,-6.167695627,FKBP15
ENSG00000115364,0.202435231,3.744685408,1.293309607,0.198312507,0.365629969,-5.843711857,MRPL19
ENSG00000214253,-0.209289515,5.809511106,-1.293236452,0.19833772,0.365629969,-6.15427754,FIS1
ENSG00000268738,0.525035382,-2.424136068,1.293177737,0.198357959,0.365629969,-4.927107908,HSFX2
ENSG00000100429,-0.171535492,3.892236261,-1.292981969,0.198425449,0.365711052,-5.881164049,HDAC10
ENSG00000283324,-0.452811734,-0.521151191,-1.292728863,0.198512731,0.365828589,-5.138931096,CTXND2
ENSG00000113360,0.194433161,5.0681362,1.292288476,0.198664664,0.366065225,-6.073501617,DROSHA
ENSG00000130881,-0.336143808,1.514367642,-1.291961738,0.198777443,0.366212199,-5.446937828,LRP3
ENSG00000012817,0.356666847,3.06420727,1.291921038,0.198791495,0.366212199,-5.239549839,KDM5D
ENSG00000108773,-0.277040014,2.045226277,-1.291617516,0.198896309,0.366361915,-5.511091966,KAT2A
ENSG00000161921,-0.202619506,5.936708253,-1.291510585,0.198933244,0.36638658,-6.160150476,CXCL16
ENSG00000064115,0.12923023,6.153868104,1.291403619,0.198970197,0.366411271,-6.170526723,TM7SF3
ENSG00000123552,0.153143618,4.467878847,1.29109941,0.199075318,0.366561476,-5.985286403,USP45
ENSG00000046889,0.270645099,0.362504519,1.291012415,0.199101567,0.366566432,-5.2051648,PREX2
ENSG00000135776,0.170949896,4.508538426,1.290927926,0.199134594,0.366583865,-5.987352158,ABCB10
ENSG00000122678,-0.192790689,4.623268731,-1.290677926,0.199221032,0.366699608,-6.031553676,POLM
ENSG00000101166,0.101282859,5.139950851,1.290475288,0.199287296,0.366778192,-6.094945059,PRELID3B
ENSG00000164695,-0.273055785,0.66888135,-1.290040705,0.199439795,0.36701545,-5.310041777,CHMP4C
ENSG00000111530,0.180393642,5.271641662,1.289695874,0.19956085,0.367194796,-6.107567904,CAND1
ENSG00000185730,-0.197602819,2.318449509,-1.288846367,0.199852304,0.367687597,-5.562346733,ZNF696
ENSG00000103485,-0.167267903,2.324881377,-1.288766601,0.199878983,0.367693208,-5.555687746,QPRT
ENSG00000170289,-0.394858712,2.762795731,-1.288679711,0.199912922,0.367712173,-5.61905991,CNGB3
ENSG00000166788,0.346405549,3.075266807,1.288251871,0.200061294,0.367941591,-5.702983939,SAAL1
ENSG00000122786,-0.194299319,7.922698178,-1.288100838,0.200113691,0.367994462,-6.138212314,CALD1
ENSG00000204381,-0.372567964,-0.077063639,-1.288024046,0.200140336,0.367999972,-5.179235394,LAYN
ENSG00000185624,0.116550933,6.487844638,1.287849226,0.200201003,0.36806803,-6.177863006,P4HB
ENSG00000158715,-0.384419787,-0.207996126,-1.287097592,0.200461996,0.368496023,-5.147421842,SLC45A3
ENSG00000157654,-0.26860374,3.23265243,-1.286968881,0.200506714,0.368496023,-5.760576103,PALM2AKAP2
ENSG00000073792,-0.209734742,5.690338916,-1.286880351,0.200537476,0.368496023,-6.15482792,IGF2BP2
ENSG00000066697,0.161288811,2.677618534,1.286837847,0.200548433,0.368496023,-5.630102981,MSANTD3
ENSG00000064270,0.418658603,2.519757813,1.286837975,0.200552202,0.368496023,-5.612426043,ATP2C2
ENSG00000079950,0.110968146,7.437005255,1.286493438,0.200670293,0.36865155,-6.159536285,STX7
ENSG00000183791,0.511412092,-1.516137081,1.286458154,0.200684229,0.36865155,-4.998052813,ELOA3D
ENSG00000150995,-0.153204418,5.843999474,-1.286042023,0.20082895,0.368873854,-6.165005755,ITPR1
ENSG00000043093,0.166523395,6.482999632,1.285911253,0.200874445,0.368913872,-6.180055394,DCUN1D1
ENSG00000180777,-0.259258784,2.117186302,-1.285709486,0.200944654,0.368999264,-5.517786514,ANKRD30B
ENSG00000213903,0.193694537,5.868410228,1.285463498,0.201030277,0.369112936,-6.167091402,LTB4R
ENSG00000100348,0.18503866,4.739621908,1.284922177,0.201218791,0.369393542,-6.052095787,TXN2
ENSG00000126803,0.237447739,-0.480945725,1.284877401,0.20123058,0.369393542,-5.104120006,HSPA2
ENSG00000141682,-0.231795357,2.484348485,-1.284500652,0.201365677,0.369597935,-5.613895103,PMAIP1
ENSG00000161328,-0.364538491,-1.313901545,-1.28407261,0.201511838,0.369822587,-5.028217907,LRRC56
ENSG00000108604,-0.128810898,5.73754143,-1.283836008,0.201597442,0.36993606,-6.160400812,SMARCD2
ENSG00000214827,0.392374492,0.597549447,1.283747906,0.201628178,0.369948836,-5.28795996,MTCP1
ENSG00000105419,0.294675036,0.67517376,1.283515155,0.201709395,0.370054221,-5.313933584,MEIS3
ENSG00000188986,0.143892602,3.449178349,1.283290356,0.201784053,0.370147549,-5.777336429,NELFB
ENSG00000133106,-0.520168429,4.705210232,-1.283019633,0.201882385,0.370245162,-6.051860827,EPSTI1
ENSG00000114631,-0.375089575,-0.470928679,-1.283012566,0.201884853,0.370245162,-5.113276897,PODXL2
ENSG00000185736,0.618548251,0.46536425,1.282904989,0.201922424,0.370270426,-5.335593632,ADARB2
ENSG00000159593,-0.097287892,5.642906389,-1.282816363,0.201949573,0.370276577,-6.157966128,NAE1
ENSG00000198742,-0.115029743,4.334086943,-1.282682749,0.20199625,0.370318526,-5.970003835,SMURF1
ENSG00000173681,-0.114905741,5.470491076,-1.282181603,0.202173942,0.370600626,-6.144824975,BCLAF3
ENSG00000197037,-0.123963327,3.848234957,-1.281863593,0.202282587,0.370756106,-5.873281681,ZSCAN25
ENSG00000074603,-0.067625195,6.121883187,-1.281576474,0.202383021,0.370896501,-6.182021536,DPP8
ENSG00000184788,-0.228411581,0.308683837,-1.280827214,0.202645285,0.371295963,-5.226966924,SATL1
ENSG00000121864,0.180517702,4.298462145,1.280828284,0.202648712,0.371295963,-5.974035004,ZNF639
ENSG00000196419,0.097218453,6.685678625,1.280339245,0.202816223,0.371551315,-6.18633241,XRCC6
ENSG00000140876,-0.393197294,1.398889867,-1.280294128,0.202835835,0.371551315,-5.427534017,NUDT7
ENSG00000165138,0.361011078,1.199383494,1.280058548,0.202918402,0.37165881,-5.371438037,ANKS6
ENSG00000107651,0.150481362,4.704035381,1.279745021,0.203028327,0.371737485,-6.013779419,SEC23IP
ENSG00000167701,-0.430892046,-0.3413562,-1.279737843,0.203030844,0.371737485,-5.168358073,GPT
ENSG00000183605,0.32319696,2.906045886,1.279731628,0.203033024,0.371737485,-5.709941138,SFXN4
ENSG00000171345,-0.608409753,-0.62013214,-1.279387601,0.203153695,0.371914664,-5.117793878,KRT19
ENSG00000170516,0.599706082,-2.776391073,1.278742264,0.203380196,0.372285523,-4.871982924,COX7B2
ENSG00000105516,-0.14934874,3.03459771,-1.278515772,0.203455937,0.372380361,-5.69490401,DBP
ENSG00000239282,0.321722056,2.110339476,1.278392889,0.203502898,0.37242251,-5.546404733,CASTOR1
ENSG00000168300,0.118378466,7.950541443,1.278068841,0.203616202,0.372576225,-6.147899024,PCMTD1
ENSG00000144357,0.108522441,5.877798081,1.27801225,0.203634779,0.372576225,-6.17603405,UBR3
ENSG00000080644,0.447930616,-1.357218095,1.277851258,0.203693229,0.372639353,-5.006648041,CHRNA3
ENSG00000251247,0.1754061,4.205102722,1.277134666,0.203945243,0.373032346,-5.960687051,ZNF345
ENSG00000196391,-0.159750026,1.500356707,-1.277093325,0.203955993,0.373032346,-5.426086575,ZNF774
ENSG00000284776,0.709953733,-1.213448248,1.276814036,0.204058078,0.373150168,-5.030102093,AL121900.1
ENSG00000153044,0.327853083,2.171796254,1.276784791,0.204068372,0.373150168,-5.533695293,CENPH
ENSG00000168884,0.112908656,5.085175479,1.276291807,0.204239205,0.373384002,-6.106872905,TNIP2
ENSG00000150433,-0.114521529,3.245684033,-1.27627455,0.204244241,0.373384002,-5.757055816,TMEM218
ENSG00000100478,0.102880287,5.299982495,1.27619349,0.204272794,0.373392335,-6.128938603,AP4S1
ENSG00000155957,-0.101865291,9.217299672,-1.275739158,0.204432886,0.373619789,-6.090143784,TMBIM4
ENSG00000179564,-0.504929929,-1.849019407,-1.275714849,0.204445248,0.373619789,-4.970548005,LSMEM2
ENSG00000187514,0.136888241,8.081215202,1.275499751,0.204521076,0.373714474,-6.143810385,PTMA
ENSG00000001084,0.224594239,5.240181682,1.275315733,0.204585964,0.373763475,-6.126882076,GCLC
ENSG00000123353,0.158340654,4.914010684,1.275223851,0.204618369,0.373763475,-6.082390905,ORMDL2
ENSG00000082516,0.191276031,1.941286425,1.275160718,0.204636844,0.373763475,-5.496008386,GEMIN5
ENSG00000065320,-0.251512258,-0.687884984,-1.275140517,0.20464397,0.373763475,-5.079479677,NTN1
ENSG00000163932,-0.160523174,7.32453923,-1.274784442,0.204773391,0.37395596,-6.180788481,PRKCD
ENSG00000136937,0.137095413,6.016366977,1.274347851,0.204927504,0.374193487,-6.187971964,NCBP1
ENSG00000131746,0.226513416,0.521243036,1.273792629,0.205119828,0.37450072,-5.291631196,TNS4
ENSG00000107742,-0.230134367,4.406349279,-1.27329709,0.205298766,0.374783447,-5.975180902,SPOCK2
ENSG00000204599,-0.155459352,3.820164371,-1.272983604,0.205409232,0.374875312,-5.889472848,TRIM39
ENSG00000070018,0.299986363,0.580235136,1.272941252,0.205424055,0.374875312,-5.279459084,LRP6
ENSG00000204472,0.194016215,7.420306712,1.272921795,0.205431487,0.374875312,-6.175952294,AIF1
ENSG00000284874,-0.469827387,1.276233656,-1.272858042,0.20545404,0.374875312,-5.412014954,AC000093.1
ENSG00000169914,-0.318470669,2.502121766,-1.272742841,0.205494796,0.374875312,-5.610552067,OTUD3
ENSG00000103342,-0.253745841,7.848221656,-1.272680749,0.205516766,0.374875312,-6.157723579,GSPT1
ENSG00000125656,0.132161139,3.815593801,1.272662185,0.205519547,0.374875312,-5.872388326,CLPP
ENSG00000154258,-0.123226821,4.185667493,-1.27259926,0.205541814,0.374875312,-5.950481233,ABCA9
ENSG00000204219,-0.537238401,0.233651171,-1.272265486,0.20566374,0.375053728,-5.228120502,TCEA3
ENSG00000114383,-0.12310605,4.14916514,-1.271734657,0.205847943,0.375343688,-5.966300043,TUSC2
ENSG00000133460,-0.157026965,3.258760994,-1.271604761,0.205894224,0.375343688,-5.754657704,SLC2A11
ENSG00000140937,0.550885873,-1.31647148,1.271612228,0.205895105,0.375343688,-5.030419282,CDH11
ENSG00000196510,0.081405677,5.518447299,1.271303936,0.206000574,0.375491967,-6.154583067,ANAPC7
ENSG00000030419,-0.341110898,2.959160471,-1.271225366,0.20603221,0.375504066,-5.713227976,IKZF2
ENSG00000102032,-0.140875037,4.300060123,-1.271146274,0.206060072,0.375504066,-5.990889545,RENBP
ENSG00000181035,-0.273321246,2.590442098,-1.27109168,0.206079604,0.375504066,-5.6061215,SLC25A42
ENSG00000186818,0.191619311,4.129947974,1.270952327,0.206129016,0.375512724,-5.921900668,LILRB4
ENSG00000172215,-0.186656388,2.607282364,-1.270934685,0.20613262,0.375512724,-5.6326861,CXCR6
ENSG00000158806,0.599452831,-2.755656213,1.27035602,0.206340554,0.375819793,-4.873731406,NPM2
ENSG00000134533,0.686531627,1.012186629,1.270330859,0.206349483,0.375819793,-5.325874733,RERG
ENSG00000106483,0.201937979,3.133643098,1.269840323,0.206523624,0.376092933,-5.757836641,SFRP4
ENSG00000057019,-0.214265626,3.013490805,-1.269717533,0.206567232,0.376128329,-5.763188694,DCBLD2
ENSG00000163069,-0.368006863,0.731169926,-1.269562505,0.206622298,0.376137399,-5.276176836,SGCB
ENSG00000072506,0.237239959,3.503676873,1.269523191,0.206636264,0.376137399,-5.83099368,HSD17B10
ENSG00000135549,0.618414259,-0.60566426,1.269499365,0.206644728,0.376137399,-5.112827298,PKIB
ENSG00000205250,0.095510312,5.701243896,1.26890949,0.206850587,0.376433777,-6.173020361,E2F4
ENSG00000163462,0.322492919,0.108020077,1.268902993,0.206855937,0.376433777,-5.210359847,TRIM46
ENSG00000072954,-0.249747642,1.888516086,-1.26873756,0.206915501,0.376481416,-5.527949194,TMEM38A
ENSG00000285476,-0.45971789,-1.083029702,-1.268695375,0.206930503,0.376481416,-5.01734586,AC139491.7
ENSG00000203778,-0.339349061,-0.044610087,-1.268493803,0.207002196,0.376560466,-5.199130796,FAM229B
ENSG00000163535,0.280649765,2.976001558,1.268371697,0.207045634,0.376560466,-5.704407108,SGO2
ENSG00000081041,0.517043076,-0.545797477,1.268345601,0.207054919,0.376560466,-5.134437387,CXCL2
ENSG00000213088,-0.5791395,0.811567851,-1.268301111,0.207070748,0.376560466,-5.327688223,ACKR1
ENSG00000241322,-0.422040722,-0.295488116,-1.268078519,0.207149958,0.376581048,-5.196947902,CDRT1
ENSG00000116473,0.106619395,7.736042781,1.268059384,0.207154119,0.376581048,-6.171232951,RAP1A
ENSG00000147003,-0.330876829,0.633368311,-1.268065287,0.207154667,0.376581048,-5.323550618,CLTRN
ENSG00000110723,0.242581073,-0.309779223,1.267983865,0.207179868,0.376582867,-5.175198075,EXPH5
ENSG00000157800,0.159859096,6.915163174,1.267628134,0.207310297,0.376775931,-6.199927945,SLC37A3
ENSG00000139405,0.277317241,1.533993563,1.26699036,0.207537502,0.377144817,-5.436664315,RITA1
ENSG00000115239,-0.081107444,5.648049673,-1.266720867,0.207629787,0.377230975,-6.177397181,ASB3
ENSG00000175779,-0.117108542,4.351934215,-1.266710738,0.207633398,0.377230975,-6.005968144,LINC02694
ENSG00000141040,-0.342267424,0.673616549,-1.266093778,0.207857217,0.377547795,-5.317028834,ZNF287
ENSG00000090989,0.103085628,5.936961184,1.266050554,0.207869669,0.377547795,-6.191584535,EXOC1
ENSG00000156599,0.092591558,5.300251305,1.266017754,0.207880567,0.377547795,-6.143572655,ZDHHC5
ENSG00000124713,-0.337322714,1.185933948,-1.265729244,0.20798731,0.377697576,-5.399793374,GNMT
ENSG00000188732,-0.136236226,2.62264153,-1.265312103,0.208132477,0.377893299,-5.654278546,FAM221A
ENSG00000187122,-0.291825568,0.981386802,-1.2652466,0.208159646,0.377893299,-5.379485569,SLIT1
ENSG00000102893,0.073706834,6.812595037,1.265212806,0.208167943,0.377893299,-6.20361585,PHKB
ENSG00000169683,-0.301926618,0.968143064,-1.265046211,0.208231229,0.377964092,-5.381651245,LRRC45
ENSG00000198513,0.280850724,2.285467904,1.264893334,0.208285852,0.378004087,-5.590944254,ATL1
ENSG00000124587,-0.182663938,2.972072497,-1.264846687,0.208301847,0.378004087,-5.727631769,PEX6
ENSG00000164068,-0.192188276,5.69540648,-1.264079859,0.208576684,0.378458696,-6.18487341,RNF123
ENSG00000130312,-0.11703203,4.53205116,-1.264001442,0.208601287,0.378459208,-6.041575316,MRPL34
ENSG00000070718,-0.256602451,4.43106451,-1.263855468,0.208656959,0.378516081,-6.034359951,AP3M2
ENSG00000169169,-0.252130426,1.754759391,-1.262993364,0.208965588,0.378967286,-5.472907962,CPT1C
ENSG00000088002,-0.418106013,-1.172006379,-1.26289976,0.208999118,0.378967286,-5.055931044,SULT2B1
ENSG00000113460,0.166134556,3.390662442,1.262897292,0.208999237,0.378967286,-5.812550395,BRIX1
ENSG00000056998,0.464122421,-1.865011902,1.262888644,0.209003101,0.378967286,-4.978203792,GYG2
