,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene_name
ENSG00000198146,0.382687304,5.184600292,3.57978972,0.000535348,0.007614759,-0.683022874,ZNF770
ENSG00000103047,-0.400213111,4.269437415,-3.578723353,0.000537283,0.007635302,-0.584940701,TANGO6
ENSG00000113391,0.534064899,6.085377852,3.578342788,0.000537975,0.007638162,-0.722429335,FAM172A
ENSG00000156587,-0.718305529,5.944625992,-3.577397696,0.000539697,0.007655633,-0.715641634,UBE2L6
ENSG00000171611,-1.358134929,2.214276157,-3.576607032,0.000541142,0.007659722,-0.343670732,PTCRA
ENSG00000129675,0.265454789,5.515954163,3.576418869,0.000541196,0.007659722,-0.710342358,ARHGEF6
ENSG00000205639,-0.823525301,3.031566987,-3.576432225,0.000541462,0.007659722,-0.432742071,MFSD2B
ENSG00000170921,0.397048287,5.738474128,3.576142586,0.000541993,0.007660264,-0.723311362,TANC2
ENSG00000152778,-0.806369098,4.273260542,-3.575080211,0.000543943,0.007680852,-0.581553696,IFIT5
ENSG00000107242,-0.444161815,5.347773476,-3.574270647,0.000545434,0.007693763,-0.702965972,PIP5K1B
ENSG00000137845,0.300724014,8.120251983,3.573908774,0.000545846,0.007693763,-0.689696107,ADAM10
ENSG00000249992,-1.540443775,1.352785571,-3.573216779,0.00054738,0.007708398,-0.312330374,TMEM158
ENSG00000125826,-0.357869197,6.087545674,-3.571189088,0.000551143,0.007754374,-0.743330888,RBCK1
ENSG00000149260,-0.851898676,1.688033103,-3.570033005,0.0005533,0.007777683,-0.323936213,CAPN5
ENSG00000128512,-0.654778992,5.439661405,-3.569578664,0.000554149,0.007782597,-0.720532072,DOCK4
ENSG00000122034,0.306605296,6.357376385,3.568233209,0.000556582,0.007809721,-0.755518721,GTF3A
ENSG00000157064,1.218854315,-0.679982265,3.565498632,0.000561835,0.00787632,-0.425780213,NMNAT2
ENSG00000229833,0.478984852,3.881262282,3.562219004,0.000568086,0.007956783,-0.5886499,PET100
ENSG00000136026,0.461961745,6.667338247,3.559627187,0.000573072,0.008019406,-0.779077011,CKAP4
ENSG00000182809,-1.321929685,0.4419826,-3.557418117,0.000577355,0.008072077,-0.36265989,CRIP2
ENSG00000198258,0.374816383,7.194052883,3.556212759,0.000579705,0.008093874,-0.777662506,UBL5
ENSG00000129354,-1.543704452,1.419448632,-3.556084905,0.000579954,0.008093874,-0.357419465,AP1M2
ENSG00000204020,0.872453379,5.764043973,3.555475143,0.000581147,0.008095394,-0.783170089,LIPN
ENSG00000070269,0.437589796,7.069540013,3.555380246,0.000581333,0.008095394,-0.784539116,TMEM260
ENSG00000173597,0.589042754,8.380887495,3.555231509,0.000581624,0.008095394,-0.737597157,SULT1B1
ENSG00000131669,-0.492982849,7.241182928,-3.554296733,0.000583458,0.008113475,-0.783979976,NINJ1
ENSG00000159618,-1.23311368,2.446632928,-3.554038406,0.000583966,0.008113475,-0.404254576,ADGRG5
ENSG00000016391,0.664305521,0.387559284,3.552946496,0.000585809,0.008131827,-0.372477822,CHDH
ENSG00000146192,-0.58245967,5.591453344,-3.552350555,0.000587294,0.008145171,-0.77956478,FGD2
ENSG00000173706,-0.905694531,2.458767411,-3.550692392,0.000590581,0.008183466,-0.419747608,HEG1
ENSG00000137101,-1.087253305,2.0710567,-3.550179218,0.000591602,0.008190318,-0.410380851,CD72
ENSG00000154856,1.240161697,1.56244589,3.548532767,0.000594888,0.008228495,-0.39124459,APCDD1
ENSG00000163131,-0.403165936,9.800359172,-3.548149886,0.000595655,0.008231784,-0.704521473,CTSS
ENSG00000072736,-0.25087645,6.268698272,-3.547616271,0.000596414,0.008234954,-0.81938955,NFATC3
ENSG00000133392,-0.43780795,5.664676206,-3.547355671,0.000597248,0.008236987,-0.807611051,MYH11
ENSG00000101189,0.391059204,2.148402896,3.547015819,0.00059762,0.008236987,-0.429827115,MRGBP
ENSG00000134539,-0.629955102,5.093441067,-3.546202254,0.00059957,0.008256552,-0.760496384,KLRD1
ENSG00000143952,0.321837638,5.059229991,3.545449537,0.00060099,0.008268795,-0.779486709,VPS54
ENSG00000138092,0.700265659,2.75339627,3.544834497,0.000602333,0.008279955,-0.494281532,CENPO
ENSG00000130475,-0.380397151,5.826816005,-3.544325261,0.000603365,0.008286821,-0.821664631,FCHO1
ENSG00000198843,0.311163228,6.896568353,3.543835702,0.000604286,0.008292147,-0.82354512,SELENOT
ENSG00000074054,0.282009609,6.835145411,3.54310555,0.000605564,0.008302369,-0.827569587,CLASP1
ENSG00000164405,0.444140208,5.01960735,3.542619355,0.000606835,0.00831246,-0.787908922,UQCRQ
ENSG00000005302,0.425202366,7.056153363,3.541059824,0.000610023,0.008348783,-0.829175264,MSL3
ENSG00000102048,-0.760265413,3.243531754,-3.537870762,0.000616592,0.008431267,-0.557833253,ASB9
ENSG00000104147,1.227843085,1.46693933,3.535602905,0.000621303,0.008488238,-0.42329068,OIP5
ENSG00000106100,-0.490858586,3.839316547,-3.535190341,0.000622164,0.008492543,-0.642256054,NOD1
ENSG00000037749,0.296055231,5.931752943,3.534347645,0.000623755,0.008506789,-0.858920385,MFAP3
ENSG00000138439,-0.623328639,2.867537428,-3.533729957,0.00062522,0.008519313,-0.533448968,FAM117B
ENSG00000053108,1.523098576,0.791240128,3.533137091,0.000626465,0.008528806,-0.423068988,FSTL4
ENSG00000120279,-0.846409967,0.611461095,-3.531628046,0.000629644,0.008564591,-0.428044362,MYCT1
ENSG00000100911,-0.50184261,6.008663707,-3.530943529,0.000631091,0.008576776,-0.86746304,PSME2
ENSG00000197852,-0.532335543,6.162172733,-3.528523928,0.000636231,0.008639084,-0.87738583,INKA2
ENSG00000104960,-0.301404083,5.494111728,-3.527492243,0.00063825,0.008654446,-0.860254787,PTOV1
ENSG00000135837,0.299070726,6.491342894,3.527409588,0.000638475,0.008654446,-0.882560328,CEP350
ENSG00000177076,-0.947489459,0.665248899,-3.527187518,0.000639087,0.008655205,-0.447522071,ACER2
ENSG00000184384,-0.428160439,3.805674379,-3.526523992,0.000640509,0.008666925,-0.68954748,MAML2
ENSG00000168209,0.705087746,4.231681694,3.525966487,0.000641707,0.008675584,-0.755403048,DDIT4
ENSG00000124786,0.2917117,4.578491243,3.523952911,0.00064572,0.008719151,-0.798017987,SLC35B3
ENSG00000172500,0.306876391,4.581144931,3.52380025,0.00064605,0.008719151,-0.794630075,FIBP
ENSG00000172179,1.900892642,-1.169163512,3.523141754,0.000647806,0.00872833,-0.551538434,PRL
ENSG00000157557,0.68529243,6.799962967,3.523120842,0.000647852,0.00872833,-0.887025129,ETS2
ENSG00000138411,-0.655139656,3.289015677,-3.522527916,0.000649139,0.008728807,-0.629014825,HECW2
ENSG00000144746,0.281943443,7.231868239,3.522076799,0.000649801,0.008728807,-0.883179832,ARL6IP5
ENSG00000117000,0.378319625,4.630232464,3.521913703,0.000650475,0.008728807,-0.810063005,RLF
ENSG00000113328,0.377190179,6.366630412,3.521908506,0.000650487,0.008728807,-0.89992243,CCNG1
ENSG00000179262,-0.700389501,5.951423199,-3.521814245,0.000650692,0.008728807,-0.88911286,RAD23A
ENSG00000107819,-0.467900433,3.680483927,-3.520499804,0.000653561,0.008759742,-0.66183179,SFXN3
ENSG00000172057,-0.480687316,4.855838443,-3.520232222,0.000654146,0.008760045,-0.829331887,ORMDL3
ENSG00000152240,0.417119109,5.907186043,3.518364306,0.000658248,0.008807386,-0.906852387,HAUS1
ENSG00000071575,-0.790062743,3.625832533,-3.517941068,0.00065918,0.008812287,-0.679339014,TRIB2
ENSG00000138172,-0.754273441,3.981892401,-3.517275966,0.000660648,0.008824332,-0.709854454,CALHM2
ENSG00000181778,-1.057593041,2.854967522,-3.516763156,0.000661782,0.008831898,-0.590516305,TMEM252
ENSG00000184574,-0.740092072,2.035835351,-3.516047482,0.000663368,0.008845474,-0.501495855,LPAR5
ENSG00000156030,-0.410900707,5.708669718,-3.515363927,0.000664886,0.008858124,-0.908488279,ELMSAN1
ENSG00000111011,0.24955442,6.513525683,3.512924474,0.000669991,0.008918507,-0.927317635,RSRC2
ENSG00000143149,-0.339713758,4.951979385,-3.512019328,0.000672337,0.008942077,-0.862124801,ALDH9A1
ENSG00000138663,0.423789496,4.62992477,3.511618018,0.000673262,0.008946743,-0.845644251,COPS4
ENSG00000047056,0.301687465,6.048811887,3.509015692,0.000679036,0.00901577,-0.938609766,WDR37
ENSG00000013583,-0.749362422,4.427535409,-3.507174168,0.000683329,0.009065029,-0.804066368,HEBP1
ENSG00000172456,0.418134398,4.840823115,3.504887781,0.000688563,0.009125624,-0.886991318,FGGY
ENSG00000100883,0.27984963,6.261026881,3.50453901,0.000689069,0.009125624,-0.954662626,SRP54
ENSG00000138670,0.714629087,3.90116453,3.503261838,0.000692309,0.009160726,-0.78907694,RASGEF1B
ENSG00000135049,0.457227632,8.158450686,3.502214646,0.000694731,0.009184969,-0.911010604,AGTPBP1
ENSG00000138594,0.274585548,6.716806794,3.501704801,0.000695572,0.009188281,-0.959128727,TMOD3
ENSG00000185989,-0.452051339,4.557789262,-3.500632808,0.000698405,0.009217884,-0.85027066,RASA3
ENSG00000107566,0.570819658,5.028300571,3.498796216,0.000702694,0.009266633,-0.924997804,ERLIN1
ENSG00000143321,-0.642607205,7.221823477,-3.496706671,0.000707604,0.009323482,-0.96408142,HDGF
ENSG00000188559,0.526589158,7.307983365,3.495219656,0.000711118,0.009354609,-0.962962146,RALGAPA2
ENSG00000102178,-0.371467863,3.785650204,-3.494928469,0.000711506,0.009354609,-0.777925609,UBL4A
ENSG00000117114,1.100648214,2.159382443,3.494944485,0.00071177,0.009354609,-0.591408176,ADGRL2
ENSG00000270885,-1.718710149,1.7421607,-3.494060109,0.00071387,0.009374284,-0.556022979,RASL10B
ENSG00000122299,0.350398173,6.648340735,3.492987637,0.000716424,0.009399887,-0.986084543,ZC3H7A
ENSG00000137312,0.485673398,7.591449531,3.492732611,0.000717032,0.009399946,-0.96036168,FLOT1
ENSG00000010810,-0.596045601,7.115274284,-3.488105755,0.000728158,0.009537761,-0.994320958,FYN
ENSG00000103150,-0.31080921,2.644718297,-3.486478145,0.00073175,0.009569758,-0.648444794,MLYCD
ENSG00000220201,-1.36531482,0.278842609,-3.486592983,0.00073183,0.009569758,-0.566313964,ZGLP1
ENSG00000114270,1.12632349,-0.526575577,3.484487379,0.000736971,0.009628894,-0.621126651,COL7A1
ENSG00000159377,0.224373653,6.393907545,3.483884778,0.000738087,0.009635003,-1.018438298,PSMB4
ENSG00000198853,-0.728273813,0.968778273,-3.483720335,0.000738677,0.009635003,-0.564572315,RUSC2
ENSG00000266412,-0.714968947,9.225496007,-3.482992585,0.000740642,0.009652535,-0.931820028,NCOA4
ENSG00000198858,-0.562934756,8.997479193,-3.482271627,0.000742418,0.00966759,-0.942398029,R3HDM4
ENSG00000164182,0.755881682,3.158499102,3.481164346,0.000745154,0.009695106,-0.734448244,NDUFAF2
ENSG00000204160,-0.481664859,8.237120298,-3.480666612,0.000746387,0.009703036,-0.979444623,ZDHHC18
ENSG00000143933,0.361802654,8.497750138,3.479951351,0.000748163,0.009717996,-0.965304916,CALM2
ENSG00000108669,-0.220543326,7.785705992,-3.479235881,0.000749576,0.009728236,-0.99828442,CYTH1
ENSG00000197119,-0.720531069,4.240989812,-3.478301298,0.000752273,0.009755103,-0.875657149,SLC25A29
ENSG00000065534,-0.477942305,4.19104714,-3.477571722,0.000754097,0.009770617,-0.887129375,MYLK
ENSG00000173193,-0.674211613,6.726834332,-3.477099689,0.00075528,0.009777797,-1.034836606,PARP14
ENSG00000138801,0.537836445,5.397081811,3.476518289,0.000756739,0.009788541,-1.020957675,PAPSS1
ENSG00000172062,0.466428789,5.543064182,3.474306251,0.000762314,0.009852464,-1.0276999,SMN1
ENSG00000035681,-0.335784046,7.045587976,-3.473570311,0.000764177,0.009858831,-1.03944428,NSMAF
ENSG00000108588,0.235943521,5.41518908,3.473352149,0.000764359,0.009858831,-1.024490334,CCDC47
ENSG00000166295,0.275152042,5.858546678,3.473229096,0.000764707,0.009858831,-1.046591162,ANAPC16
ENSG00000054282,0.32728983,6.484784749,3.472501851,0.00076689,0.00987879,-1.050841813,SDCCAG8
ENSG00000082212,0.261440877,6.465564556,3.470993775,0.000770362,0.009915298,-1.057453636,ME2
ENSG00000169905,0.22769543,6.216443442,3.47054254,0.000771515,0.009921938,-1.059565334,TOR1AIP2
ENSG00000255587,-0.828861364,1.576795861,-3.469952136,0.000773401,0.009932758,-0.624893486,RAB44
ENSG00000105810,-0.570225734,3.821137345,-3.469861641,0.000773633,0.009932758,-0.866394857,CDK6
ENSG00000128284,-0.712536887,6.507879884,-3.469278639,0.000775129,0.009937364,-1.059328859,APOL3
ENSG00000259431,-0.733764447,2.103995085,-3.469224317,0.000775269,0.009937364,-0.646463323,THTPA
ENSG00000140319,0.364154217,6.495834022,3.468900084,0.000776102,0.009939861,-1.063420929,SRP14
ENSG00000158882,0.474785261,2.98060275,3.467116383,0.000780703,0.009990561,-0.766881648,TOMM40L
ENSG00000214050,-1.02362671,3.265238759,-3.466688893,0.00078181,0.009996499,-0.781518981,FBXO16
ENSG00000143727,-0.392895192,6.162060067,-3.465870079,0.000783933,0.01001542,-1.071391207,ACP1
ENSG00000067369,-0.53348753,3.777923894,-3.465053532,0.000786056,0.010034304,-0.855980199,TP53BP1
ENSG00000134262,0.387871911,5.037824115,3.464551134,0.000787365,0.010037774,-1.029448237,AP4B1
ENSG00000115091,0.269674742,8.913504193,3.464308748,0.000787618,0.010037774,-0.997283725,ACTR3
ENSG00000263465,-0.732412528,3.884754745,-3.463316347,0.00079059,0.010067412,-0.854040994,SRSF8
ENSG00000151692,-0.665918999,3.858692546,-3.46300454,0.000791407,0.010069569,-0.862772434,RNF144A
ENSG00000100105,-0.459699725,3.259706381,-3.46250732,0.000792656,0.010077223,-0.790445967,PATZ1
ENSG00000182162,-0.364036037,4.656872125,-3.46197332,0.000794113,0.010087504,-0.990938807,P2RY8
ENSG00000160932,-1.013111258,5.655784823,-3.461626168,0.000795026,0.010090863,-1.051612466,LY6E
ENSG00000148484,-0.416543956,6.095138333,-3.460064762,0.000799144,0.010133871,-1.088765754,RSU1
ENSG00000100600,0.599290077,4.097986731,3.459848275,0.000799717,0.010133871,-0.941946028,LGMN
ENSG00000086288,0.717143253,5.17459589,3.4595222,0.00080058,0.010136554,-1.042774572,NME8
ENSG00000284194,-0.754799903,3.982326068,-3.458190649,0.000804114,0.010173022,-0.903615992,SCO2
ENSG00000115661,0.375099113,4.872896845,3.456021011,0.000809904,0.010237945,-1.038479223,STK16
ENSG00000089818,0.225050087,5.498648003,3.455211855,0.000811686,0.010250928,-1.087791452,NECAP1
ENSG00000154620,-1.533229047,-1.349362573,-3.454997514,0.000812648,0.010250928,-1.035877723,TMSB4Y
ENSG00000160190,-0.464581222,4.392671235,-3.454899602,0.000812911,0.010250928,-0.971871059,SLC37A1
ENSG00000205560,-0.494743216,4.143813622,-3.454656202,0.000813566,0.010250928,-0.934601772,CPT1B
ENSG00000113580,0.29714813,7.419776086,3.45140267,0.000822154,0.010350764,-1.094421596,NR3C1
ENSG00000131480,-0.610760753,2.562971197,-3.451058408,0.000823294,0.010350977,-0.749789263,AOC2
ENSG00000167642,-0.380976725,4.355438721,-3.450982179,0.000823502,0.010350977,-0.985793919,SPINT2
ENSG00000173889,0.210479761,7.729592704,3.449661325,0.000826709,0.010382909,-1.08981414,PHC3
ENSG00000120742,0.208248939,6.727333549,3.448927898,0.000828714,0.010392788,-1.121257654,SERP1
ENSG00000173548,-0.812303642,-0.137453548,-3.448884891,0.000828832,0.010392788,-0.713771306,SNX33
ENSG00000050344,0.35579474,7.012120465,3.446568286,0.00083559,0.01046909,-1.120262625,NFE2L3
ENSG00000105325,-0.414400348,4.659127051,-3.444738209,0.00084065,0.010524022,-1.043680315,FZR1
ENSG00000027869,-0.757422676,2.790167403,-3.4437412,0.000843419,0.010548408,-0.78176763,SH2D2A
ENSG00000100744,0.458475353,4.175371729,3.443183106,0.000844973,0.010548408,-0.99984109,GSKIP
ENSG00000204323,-0.715654815,3.369738651,-3.442998589,0.000845488,0.010548408,-0.871930674,SMIM5
ENSG00000155052,0.496432936,0.727711906,3.442751827,0.000845777,0.010548408,-0.680519549,CNTNAP5
ENSG00000186815,-0.455831546,4.623845386,-3.442819302,0.000845988,0.010548408,-1.043215256,TPCN1
ENSG00000187555,0.259889645,7.43293866,3.442011213,0.000847846,0.010563111,-1.1210103,USP7
ENSG00000136514,-1.203644461,2.356422795,-3.439845291,0.000854323,0.010635293,-0.744025609,RTP4
ENSG00000248483,0.369902914,4.20145997,3.43907298,0.0008565,0.010647625,-1.009855661,POU5F2
ENSG00000132357,0.409468825,5.065812945,3.438772293,0.000857349,0.010647625,-1.104756009,CARD6
ENSG00000189057,0.339399278,3.274022091,3.438623843,0.000857366,0.010647625,-0.882408782,FAM111B
ENSG00000147454,-0.550766885,11.03310133,-3.438292248,0.000858706,0.010648952,-0.990318705,SLC25A37
ENSG00000110651,-0.534871686,4.78988574,-3.43824432,0.000858842,0.010648952,-1.064608808,CD81
ENSG00000185905,-0.318812685,6.673184625,-3.436900175,0.000862653,0.010687694,-1.159070246,C16orf54
ENSG00000065833,-0.86830852,0.270552981,-3.436239666,0.000864532,0.010696636,-0.706332803,ME1
ENSG00000248905,0.967397512,4.555614187,3.436163159,0.00086475,0.010696636,-1.08518127,FMN1
ENSG00000165283,-0.464806403,4.284653892,-3.435772195,0.000865864,0.010701911,-1.028506884,STOML2
ENSG00000049249,-0.450860142,3.294514817,-3.435003766,0.000867949,0.010713058,-0.870826859,TNFRSF9
ENSG00000108839,-0.403428807,4.686685557,-3.434911183,0.000868322,0.010713058,-1.073206699,ALOX12
ENSG00000076944,0.616593654,8.507568096,3.434733245,0.000868831,0.010713058,-1.103793709,STXBP2
ENSG00000167461,-0.308215709,6.141999238,-3.434198133,0.000870363,0.010723451,-1.168663189,RAB8A
ENSG00000187630,-0.786550972,3.175936402,-3.433924108,0.000871148,0.010724637,-0.874127305,DHRS4L2
ENSG00000008952,0.435657882,7.322827347,3.433677649,0.000871856,0.010724857,-1.150578581,SEC62
ENSG00000185745,-1.469940035,2.865585622,-3.430536933,0.000880913,0.010827719,-0.817991276,IFIT1
ENSG00000065154,0.455405822,5.429393465,3.42985451,0.000882893,0.010843488,-1.156991254,OAT
ENSG00000197930,0.379731328,6.975521216,3.426627937,0.00089231,0.010944191,-1.182475271,ERO1A
ENSG00000138081,0.247744924,7.170582004,3.426415043,0.000892521,0.010944191,-1.179250983,FBXO11
ENSG00000129084,0.258750073,7.208463635,3.426183063,0.000893202,0.010944191,-1.17791595,PSMA1
ENSG00000171109,0.364661553,6.310063833,3.423711227,0.000900905,0.011029881,-1.202727062,MFN1
ENSG00000130813,-0.417086996,4.174748673,-3.423104794,0.000902701,0.011038006,-1.041353666,SHFL
ENSG00000131370,0.37299499,5.857455271,3.423008484,0.000902987,0.011038006,-1.200051724,SH3BP5
ENSG00000121104,-0.572721949,6.633122972,-3.422665398,0.000904005,0.011041779,-1.202212532,FAM117A
ENSG00000109320,0.291423641,7.027389775,3.42148771,0.000907316,0.011073523,-1.199410702,NFKB1
ENSG00000275895,0.547095905,5.188899683,3.421304837,0.000908054,0.011073845,-1.157378677,U2AF1L5
ENSG00000114302,0.31926437,4.590154093,3.420141986,0.000911247,0.011104081,-1.113067035,PRKAR2A
ENSG00000029364,0.214726066,5.124438132,3.419345326,0.000913494,0.011122759,-1.170353559,SLC39A9
ENSG00000132182,-0.453695372,4.574105245,-3.417139063,0.000920556,0.011199982,-1.110157966,NUP210
ENSG00000134326,-1.17481447,4.391028816,-3.416366809,0.000922892,0.011219624,-1.068423273,CMPK2
ENSG00000065135,0.319804264,5.728734866,3.416007278,0.000923981,0.011222695,-1.21566336,GNAI3
ENSG00000203797,-0.974101202,-0.338339037,-3.415800906,0.000924607,0.011222695,-0.792068208,DDO
ENSG00000161011,-0.341055248,7.080180657,-3.415436644,0.000925712,0.011222695,-1.216251098,SQSTM1
ENSG00000119138,0.64594712,3.522605858,3.415332255,0.000926029,0.011222695,-1.024333478,KLF9
ENSG00000121058,0.27092384,3.715375679,3.414904707,0.000926904,0.011224555,-1.016144733,COIL
ENSG00000011201,1.032738351,0.920402979,3.414751599,0.000927794,0.011226602,-0.764634955,ANOS1
ENSG00000064547,-0.560827892,6.737693791,-3.413868411,0.000930486,0.011250417,-1.227799279,LPAR2
ENSG00000122565,0.272507741,6.581860128,3.41269713,0.0009337,0.01128052,-1.232814209,CBX3
ENSG00000183785,-1.238374234,1.525621616,-3.412412373,0.000934938,0.011286714,-0.77132791,TUBA8
ENSG00000160214,-0.424250094,4.419208402,-3.411120867,0.000938905,0.011325406,-1.115133555,RRP1
ENSG00000166974,-0.30320648,5.126382753,-3.410621594,0.000940201,0.011325406,-1.188662,MAPRE2
ENSG00000180871,-0.690090108,9.936637545,-3.410659022,0.000940327,0.011325406,-1.121191016,CXCR2
ENSG00000151532,0.252421897,6.069219854,3.409550271,0.000943319,0.011352662,-1.244693384,VTI1A
ENSG00000137806,0.403879305,3.727790886,3.409222362,0.000944764,0.011361258,-1.040494729,NDUFAF1
ENSG00000183337,-0.373777062,3.661711977,-3.408098599,0.000947879,0.011389913,-1.013059096,BCOR
ENSG00000175866,-0.678222096,3.07973133,-3.407776514,0.000949249,0.011397579,-0.95738295,BAIAP2
ENSG00000169877,-1.597135485,7.300083608,-3.407318527,0.000950674,0.011405886,-1.225423908,AHSP
ENSG00000125968,1.518663259,-2.17128532,3.406228263,0.000954074,0.011437862,-1.074417422,ID1
ENSG00000116586,0.35262159,4.667397373,3.405227845,0.000957204,0.011466552,-1.168161408,LAMTOR2
ENSG00000059804,0.531211633,9.101291578,3.404382606,0.000959856,0.011489476,-1.170383142,SLC2A3
ENSG00000100596,0.550556068,7.249900007,3.403516688,0.00096258,0.011513227,-1.245892074,SPTLC2
ENSG00000073150,-0.645919135,3.475094835,-3.403176048,0.000963654,0.011517216,-1.021002939,PANX2
ENSG00000078053,0.88853972,3.466069717,3.40254519,0.000965645,0.011528929,-1.048987383,AMPH
ENSG00000235162,-0.526061864,4.043622969,-3.402041073,0.000967239,0.011528929,-1.097927352,C12orf75
ENSG00000057757,-0.826598165,5.726460184,-3.402031929,0.000967268,0.011528929,-1.249370737,PITHD1
ENSG00000163453,0.438627724,4.441315387,3.401826334,0.000967919,0.011528929,-1.158650882,IGFBP7
ENSG00000175164,-0.421954302,2.509631818,-3.401198318,0.000969471,0.011528929,-0.899507266,ABO
ENSG00000130382,0.541529359,4.321868434,3.401298048,0.000969593,0.011528929,-1.135173348,MLLT1
ENSG00000068745,-0.257698947,6.09191739,-3.401088346,0.00096982,0.011528929,-1.268984184,IP6K2
ENSG00000181036,-0.776099901,3.345943425,-3.400558666,0.000971941,0.011539572,-0.975768318,FCRL6
ENSG00000136754,0.237959511,6.948672025,3.400339561,0.000972198,0.011539572,-1.264573046,ABI1
ENSG00000182923,-0.381883141,6.448122749,-3.399674776,0.000974754,0.01156109,-1.274373009,CEP63
ENSG00000143842,-0.585954749,1.561652925,-3.398908847,0.000976758,0.011576034,-0.816582927,SOX13
ENSG00000186431,0.567704259,7.000191421,3.398591603,0.000978213,0.011581462,-1.267074224,FCAR
ENSG00000155096,0.287295308,7.102237136,3.398359832,0.000978705,0.011581462,-1.264751511,AZIN1
ENSG00000167641,-1.700184572,-0.322476001,-3.395348892,0.000988635,0.011690084,-0.84108187,PPP1R14A
ENSG00000159346,-0.760702544,9.616255937,-3.394717362,0.000990677,0.01170125,-1.185995952,ADIPOR1
ENSG00000166128,0.300334006,7.318715457,3.394550195,0.000991083,0.01170125,-1.271498981,RAB8B
ENSG00000154734,-0.987908732,0.328225777,-3.391781007,0.001000223,0.011800208,-0.8304581,ADAMTS1
ENSG00000145246,-0.405793738,4.563434191,-3.391462421,0.001001264,0.01180354,-1.179205566,ATP10D
ENSG00000132017,-0.385995009,4.281109788,-3.39019494,0.001005416,0.011843507,-1.160315897,DCAF15
ENSG00000182749,-0.57277137,1.240965947,-3.389799974,0.001006263,0.011844523,-0.833310276,PAQR7
ENSG00000129625,0.242425447,6.258089444,3.389013938,0.001008848,0.011854215,-1.307941989,REEP5
ENSG00000158683,0.387562788,3.006046621,3.388903943,0.00100921,0.011854215,-0.995398309,PKD1L1
ENSG00000111445,0.300889833,5.174758571,3.388920826,0.001009372,0.011854215,-1.26005124,RFC5
ENSG00000160710,-0.381797959,7.798576322,-3.387748123,0.001013475,0.011893433,-1.279366832,ADAR
ENSG00000203814,-0.408370615,6.893105719,-3.387442351,0.001014487,0.011896331,-1.304183502,H2BC18
ENSG00000086666,0.276470558,7.744879967,3.386076614,0.001018579,0.011935326,-1.28147364,ZFAND6
ENSG00000249437,0.685381928,9.867449491,3.384648316,0.001023773,0.011982498,-1.196993074,NAIP
ENSG00000161203,-0.390009334,7.162123678,-3.384479169,0.001024338,0.011982498,-1.309209137,AP2M1
ENSG00000163683,0.324448952,5.602738177,3.384306455,0.001024915,0.011982498,-1.308797005,SMIM14
ENSG00000171522,-0.466777198,5.026710238,-3.383008561,0.001029261,0.012024268,-1.26382136,PTGER4
ENSG00000146085,0.361670068,2.867642191,3.38246752,0.00103062,0.012031118,-1.00118029,MMUT
ENSG00000163686,-0.950862575,3.723448092,-3.381703384,0.001033648,0.012057418,-1.117528245,ABHD6
ENSG00000226479,0.372571293,4.388059485,3.381360318,0.001034804,0.012058529,-1.196623336,TMEM185B
ENSG00000112303,0.645000185,10.43423697,3.381070845,0.001035781,0.012058529,-1.182154765,VNN2
ENSG00000114098,0.21967337,6.512238563,3.380709484,0.001036542,0.012058529,-1.331881891,ARMC8
ENSG00000165406,-0.711614668,8.156546684,-3.380756196,0.001036843,0.012058529,-1.282569906,MARCHF8
ENSG00000185730,-0.455368981,2.523473572,-3.379806517,0.001039596,0.012081516,-0.954828961,ZNF696
ENSG00000124731,-0.603121061,7.977504,-3.379195393,0.001042128,0.012101904,-1.295067267,TREM1
ENSG00000250565,0.523738425,2.877541601,3.37888613,0.001043178,0.012105065,-1.016947117,ATP6V1E2
ENSG00000132471,-0.415956548,7.573368829,-3.37850181,0.001044484,0.012111194,-1.313643219,WBP2
ENSG00000170915,-0.455508439,2.638706966,-3.377730787,0.001046665,0.012127439,-0.969887919,PAQR8
ENSG00000158201,-0.383449259,7.785065455,-3.37609967,0.001052685,0.012188119,-1.312953094,ABHD3
ENSG00000118496,0.444331823,3.932761987,3.375277238,0.001055507,0.012200669,-1.174309697,FBXO30
ENSG00000178537,0.374203751,4.222163574,3.375156348,0.001055922,0.012200669,-1.196637263,SLC25A20
ENSG00000168256,-0.277177898,4.621590307,-3.374913667,0.001056291,0.012200669,-1.255935144,NKIRAS2
ENSG00000120210,0.463860061,5.999992715,3.374778774,0.00105722,0.012200669,-1.347936599,INSL6
ENSG00000133101,1.578191379,0.457283194,3.374642438,0.001057689,0.012200669,-0.870750785,CCNA1
ENSG00000135940,0.250025193,6.508409836,3.369557578,0.001074856,0.012389508,-1.364966197,COX5B
ENSG00000148426,-1.232589439,0.12089633,-3.369393235,0.001075901,0.012392374,-0.895780596,PROSER2
ENSG00000187266,-0.437545081,3.178195663,-3.368913875,0.001077435,0.012400868,-1.066610207,EPOR
ENSG00000054392,-1.024215326,0.169990015,-3.368644398,0.001078523,0.012404211,-0.900291263,HHAT
ENSG00000184232,-0.561615306,3.805752544,-3.367300059,0.001083245,0.012449319,-1.16291422,OAF
ENSG00000169855,0.924877927,-0.391651457,3.363706111,0.001095959,0.012586141,-0.931343874,ROBO1
ENSG00000133321,-1.020848126,4.135406407,-3.361834523,0.001102644,0.012651266,-1.191741556,PLAAT4
